,bearing,carriages,current_status,current_stop_sequence,direction_id,label,latitude,longitude,occupancy_status,revenue,speed,updated_at
R-547C67D1,330.0,"[{'label': '1902', 'occupancy_percentage': 3, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1903', 'occupancy_percentage': 4, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1913', 'occupancy_percentage': 22, 'occupancy_status': 'STANDING_ROOM_ONLY'}, {'label': '1912', 'occupancy_percentage': 25, 'occupancy_status': 'STANDING_ROOM_ONLY'}, {'label': '1909', 'occupancy_percentage': 0, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1908', 'occupancy_percentage': 2, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}]",IN_TRANSIT_TO,10.0,1.0,1908,42.21516,-71.00048,,REVENUE,,2024-05-23T14:25:27-04:00
y1932,90.0,[],STOPPED_AT,1.0,0.0,1932,42.37215,-71.07712,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y3107,181.0,[],STOPPED_AT,30.0,1.0,3107,42.38060203,-71.039242589,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y3249,41.0,[],IN_TRANSIT_TO,21.0,1.0,3249,42.33418437,-71.11217873,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1963,270.0,[],STOPPED_AT,1.0,1.0,1963,42.357239589,-71.182848039,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
1811,74.0,[],IN_TRANSIT_TO,40.0,1.0,1811,42.545753479003906,-71.64423370361328,,REVENUE,10.3,2024-05-23T14:25:16-04:00
y2029,146.0,[],STOPPED_AT,30.0,0.0,2029,42.423616709,-71.17619738,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y2028,218.0,[],IN_TRANSIT_TO,11.0,1.0,2028,42.43290932,-71.048083759,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y3216,270.0,[],STOPPED_AT,1.0,1.0,3216,42.30002,-71.06126,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y0882,296.0,[],IN_TRANSIT_TO,21.0,0.0,0882,42.420854879,-71.116320169,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1793,125.0,[],IN_TRANSIT_TO,35.0,1.0,1793,42.330083379,-71.087200539,FULL,REVENUE,,2024-05-23T14:25:36-04:00
G-10256,331.0,"[{'label': '3642', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3826', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,710.0,1.0,3642-3826,42.40839,-71.1173,,REVENUE,,2024-05-23T14:25:14-04:00
y1935,189.0,[],IN_TRANSIT_TO,34.0,1.0,1935,42.363479589,-71.16327343,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y1665,0.0,[],STOPPED_AT,1.0,0.0,1665,42.30274373,-71.10988333,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y0798,283.0,[],STOPPED_AT,30.0,1.0,0798,42.24192912,-70.944509429,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y1611,342.0,[],STOPPED_AT,1.0,0.0,1611,42.26704599,-71.09379217,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:32-04:00
y1250,270.0,[],STOPPED_AT,1.0,0.0,1250,42.34763,-71.07421,,REVENUE,,2024-05-23T14:25:25-04:00
y1334,267.0,[],STOPPED_AT,7.0,1.0,1334,42.34724884,-71.03886451,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1987,288.0,[],IN_TRANSIT_TO,32.0,0.0,1987,42.44619008,-71.22302822,,REVENUE,,2024-05-23T14:25:32-04:00
y1702,339.0,[],IN_TRANSIT_TO,31.0,1.0,1702,42.309240879,-71.190728449,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y0778,180.0,[],STOPPED_AT,1.0,0.0,0778,42.2527474,-71.0055578,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:10-04:00
y1926,0.0,[],STOPPED_AT,24.0,0.0,1926,42.3921368,-71.11207267,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:30-04:00
y0833,135.0,[],STOPPED_AT,63.0,0.0,0833,42.1552558,-71.030274,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y1442,129.0,[],IN_TRANSIT_TO,4.0,1.0,1442,42.52051526,-71.09591279,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1254,135.0,[],STOPPED_AT,5.0,0.0,1254,42.3296,-71.08629,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:14-04:00
y3214,350.0,[],STOPPED_AT,1.0,0.0,3214,42.36108926,-71.18549208,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:16:45-04:00
y0795,315.0,[],STOPPED_AT,62.0,1.0,0795,42.2520862,-71.0059101,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
B-547C729B,350.0,"[{'label': '0773', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0772', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0713', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0712', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0739', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0738', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,100.0,1.0,0773,42.40269,-70.99175,,REVENUE,,2024-05-23T14:25:04-04:00
y2088,39.0,[],IN_TRANSIT_TO,22.0,0.0,2088,42.4060791,-71.01511102,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:32-04:00
y1985,116.0,[],IN_TRANSIT_TO,10.0,1.0,1985,42.41646025,-71.15806622,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y0786,247.0,[],STOPPED_AT,1.0,0.0,0786,42.29975295,-71.06250126,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y0776,0.0,[],STOPPED_AT,1.0,1.0,0776,42.124066839,-71.036435429,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
G-10281,355.0,"[{'label': '3815', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3632', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,620.0,1.0,3815-3632,42.36242,-71.05803,,REVENUE,,2024-05-23T14:25:32-04:00
y0843,349.0,[],IN_TRANSIT_TO,31.0,0.0,0843,42.42448711,-71.08917645,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1669,0.0,[],STOPPED_AT,1.0,1.0,1669,42.255057769,-71.12416208,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
G-10030,90.0,"[{'label': '3875', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3617', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,550.0,1.0,3875-3617,42.34888,-71.0951,,REVENUE,,2024-05-23T14:25:01-04:00
y2079,308.0,[],STOPPED_AT,2.0,0.0,2079,42.37715037,-71.122731679,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y3321,307.0,[],STOPPED_AT,1.0,0.0,3321,42.461634699,-70.98194713,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y1293,203.0,[],IN_TRANSIT_TO,2.0,0.0,1293,42.351232099,-71.05930696,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y0791,180.0,[],STOPPED_AT,1.0,1.0,0791,42.2528156,-71.0052982,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y3223,225.0,[],IN_TRANSIT_TO,19.0,1.0,3223,42.32886,-71.08483,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:28-04:00
1853,90.0,[],IN_TRANSIT_TO,30.0,1.0,1853,42.269412994384766,-71.58197021484375,,REVENUE,26.8,2024-05-23T14:25:12-04:00
y0793,0.0,[],STOPPED_AT,1.0,1.0,0793,42.2600578,-71.0096389,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:21-04:00
y0837,317.0,[],STOPPED_AT,1.0,1.0,0837,42.42171503,-71.118263639,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
G-10081,270.0,"[{'label': '3268', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,7.0,0.0,3268,42.26757,-71.08722,,REVENUE,,2024-05-23T14:25:16-04:00
G-10041,90.0,"[{'label': '3805', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3651', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",IN_TRANSIT_TO,480.0,1.0,3805-3651,42.33323,-71.10906,,REVENUE,4.1,2024-05-23T14:25:27-04:00
y1790,0.0,[],STOPPED_AT,25.0,0.0,1790,42.29144097,-71.07175188,FULL,REVENUE,,2024-05-23T14:25:35-04:00
G-10234,60.0,"[{'label': '3849', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3601', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3603', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,590.0,1.0,3849-3601-3603,42.3518,-71.07081,,REVENUE,,2024-05-23T14:24:34-04:00
y1696,209.0,[],IN_TRANSIT_TO,12.0,0.0,1696,42.25699244,-71.120240179,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y0801,357.0,[],IN_TRANSIT_TO,27.0,0.0,0801,42.2086874,-70.99997654,,REVENUE,,2024-05-23T14:25:37-04:00
G-10272,60.0,"[{'label': '3817', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3668', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,580.0,1.0,3817-3668,42.34997,-71.07748,,REVENUE,,2024-05-23T14:25:12-04:00
y3151,171.0,[],STOPPED_AT,1.0,1.0,3151,42.39435101,-71.13806662,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:30-04:00
y3310,315.0,[],STOPPED_AT,1.0,1.0,3310,42.47003,-70.98456,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:26-04:00
y1788,212.0,[],STOPPED_AT,4.0,0.0,1788,42.34445233,-71.1012706,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
1849,6.0,[],STOPPED_AT,60.0,1.0,1849,42.209285736083984,-71.0011978149414,,REVENUE,8.0,2024-05-23T14:24:48-04:00
y2046,45.0,[],IN_TRANSIT_TO,2.0,1.0,2046,42.38422,-71.07458,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:25-04:00
y1936,261.0,[],IN_TRANSIT_TO,13.0,1.0,1936,42.43175727,-71.05076375,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
R-547C6CFC,130.0,"[{'label': '1639', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1638', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1520', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1521', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1746', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1747', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",IN_TRANSIT_TO,100.0,0.0,1639,42.35145,-71.05553,,REVENUE,,2024-05-23T14:25:13-04:00
y1784,153.0,[],IN_TRANSIT_TO,7.0,0.0,1784,42.345744529,-71.09553446,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
G-10266,30.0,"[{'label': '3868', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3656', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,600.0,1.0,3868-3656,42.35551,-71.06316,,REVENUE,,2024-05-23T14:25:02-04:00
y1223,0.0,[],IN_TRANSIT_TO,26.0,0.0,1223,42.28477372,-71.09138838,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:29-04:00
G-10231,240.0,"[{'label': '3841', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3660', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,110.0,0.0,3841-3660,42.35018,-71.0771,,REVENUE,,2024-05-23T14:25:08-04:00
y1615,124.0,[],IN_TRANSIT_TO,13.0,0.0,1615,42.280551,-71.1204456,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1640,0.0,[],STOPPED_AT,14.0,1.0,1640,42.28498215,-71.0926925,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y2111,0.0,[],STOPPED_AT,1.0,0.0,2111,42.33522665,-71.1497642,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:15-04:00
y1940,29.0,[],IN_TRANSIT_TO,8.0,0.0,1940,42.40184587,-71.06020921,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y3213,180.0,[],STOPPED_AT,1.0,0.0,3213,42.34044,-71.06405,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:25-04:00
y1745,161.0,[],IN_TRANSIT_TO,9.0,0.0,1745,42.32558932,-71.07512163,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y2043,121.0,[],STOPPED_AT,15.0,1.0,2043,42.389760019,-71.10694898,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y2048,0.0,[],IN_TRANSIT_TO,16.0,1.0,2048,42.41833443,-71.10955199,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:27-04:00
B-547C72B7,105.0,"[{'label': '0711', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0710', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0766', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0767', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0785', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0784', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",IN_TRANSIT_TO,1.0,1.0,0711,42.36116,-71.06282,,REVENUE,,2024-05-23T14:25:29-04:00
1714,29.0,[],IN_TRANSIT_TO,20.0,0.0,1714,42.441104888916016,-70.97740936279297,,REVENUE,17.9,2024-05-23T14:24:59-04:00
y1805,283.0,[],STOPPED_AT,4.0,1.0,1805,42.29023506,-71.07046863,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1316,93.0,[],STOPPED_AT,1.0,1.0,1316,42.34811675,-71.04353219,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y0894,33.0,[],STOPPED_AT,2.0,0.0,0894,42.42942174,-71.0613575,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y2104,0.0,[],IN_TRANSIT_TO,2.0,0.0,2104,42.38408591,-71.07631861,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:29-04:00
y3254,56.0,[],STOPPED_AT,10.0,0.0,3254,42.35562921,-71.10421897,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
G-10302,305.0,"[{'label': '3652', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3837', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,650.0,1.0,3652-3837,42.36882,-71.07184,,REVENUE,12.6,2024-05-23T14:25:34-04:00
y3318,0.0,[],STOPPED_AT,5.0,0.0,3318,42.42499277,-70.98622799,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:28-04:00
y3241,83.0,[],STOPPED_AT,30.0,1.0,3241,42.34727271,-71.22941876,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y3114,92.0,[],STOPPED_AT,1.0,1.0,3114,42.41650224,-71.00185922,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y1768,149.0,[],IN_TRANSIT_TO,9.0,0.0,1768,42.34301422,-71.0575018,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:32-04:00
y1643,227.0,[],STOPPED_AT,5.0,0.0,1643,42.32294148,-71.09048961,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1206,271.0,[],STOPPED_AT,1.0,1.0,1206,42.27161067,-71.07610793,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
G-10007,45.0,"[{'label': '3827', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3646', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,540.0,1.0,3827-3646,42.34534,-71.0817,,REVENUE,,2024-05-23T14:25:04-04:00
y1851,219.0,[],STOPPED_AT,6.0,0.0,1851,42.31977057,-71.062734109,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1843,0.0,[],STOPPED_AT,17.0,0.0,1843,42.34175,-71.12108,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:08-04:00
y0898,9.0,[],STOPPED_AT,3.0,0.0,0898,42.42581411,-71.06771697,,REVENUE,,2024-05-23T14:25:34-04:00
y0844,311.0,[],IN_TRANSIT_TO,5.0,0.0,0844,42.39503218,-71.0881569,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
G-10006,215.0,"[{'label': '3912', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3923', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",IN_TRANSIT_TO,60.0,0.0,3912-3923,42.35929,-71.05951,,REVENUE,,2024-05-23T14:25:19-04:00
y1301,135.0,[],IN_TRANSIT_TO,4.0,1.0,1301,42.39329,-71.02724,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y1653,229.0,[],IN_TRANSIT_TO,18.0,0.0,1653,42.27258908,-71.13137927,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1751,0.0,[],IN_TRANSIT_TO,2.0,0.0,1751,42.33175114,-71.09421816,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y1622,249.0,[],STOPPED_AT,3.0,1.0,1622,42.279856489,-71.06641048,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1287,315.0,[],STOPPED_AT,1.0,0.0,1287,42.35523,-71.062,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
G-10169,45.0,"[{'label': '3678', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3870', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,270.0,1.0,3678-3870,42.3424,-71.12005,,REVENUE,5.3,2024-05-23T14:25:33-04:00
G-10044,225.0,"[{'label': '3624', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3886', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,590.0,0.0,3624-3886,42.34296,-71.08476,,REVENUE,,2024-05-23T14:25:32-04:00
y1650,135.0,[],IN_TRANSIT_TO,31.0,0.0,1650,42.25288,-71.11862,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:11-04:00
y1759,36.0,[],STOPPED_AT,11.0,1.0,1759,42.30624739,-71.066977789,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
